Data Casos,CasosDia,Total Casos,Total Recuperados,Acumulado Testes Realizados,Ocupacao Leitos UTI,Mortes do Dia,Total Mortes,Media Movel Casos 7 dias,Taxa Transmissao,Variacao Casos 7 dias,Tendencia Casos,Media Movel Mortes 7 dias,Variacao Mortes 7 dias,Tendencia Mortes,Letalidade do Dia,Letalidade Acumulada
14/03/2022,265,578786,559537,1166605,67.48,0,14143,469,1.71,-12.34,Estabilidade,2,-33.33,Queda,0.00,2.44
15/03/2022,509,579295,559537,1166605,67.48,1,14144,463,1.35,5.71,Estabilidade,2,-33.33,Queda,0.20,2.44
16/03/2022,101,579396,559537,1166605,67.48,0,14144,408,1.01,12.40,Estabilidade,1,-66.67,Queda,0.00,2.44
17/03/2022,281,579677,559537,1166605,67.48,2,14146,369,0.78,28.57,Alta,1,-66.67,Queda,0.71,2.44
18/03/2022,352,580029,559537,1166605,67.48,1,14147,349,0.74,25.09,Alta,1,-50.00,Queda,0.28,2.44
19/03/2022,215,580244,559537,1166605,67.48,0,14147,307,0.62,30.08,Alta,1,-50.00,Queda,0.00,2.44
20/03/2022,247,580491,559537,1166605,67.48,0,14147,281,0.59,18.07,Alta,1,-50.00,Queda,0.00,2.44
21/03/2022,200,580691,559537,1166605,67.48,0,14147,272,0.58,-1.09,Estabilidade,1,-50.00,Queda,0.00,2.44
22/03/2022,155,580846,559537,1166605,67.48,1,14148,222,0.48,-35.09,Queda,1,-50.00,Queda,0.65,2.44
23/03/2022,55,580901,559537,1166605,67.48,0,14148,215,0.53,-46.78,Queda,1,-50.00,Queda,0.00,2.44
24/03/2022,69,580970,559537,1166605,67.48,0,14148,185,0.50,-61.13,Queda,0,-100.00,Queda,0.00,2.44
25/03/2022,39,581009,559537,1166605,67.48,2,14150,140,0.40,-70.15,Queda,0,-100.00,Queda,5.13,2.44
26/03/2022,33,581042,559537,1166605,67.48,1,14151,114,0.37,-76.83,Queda,1,-50.00,Queda,3.03,2.44
27/03/2022,28,581070,559537,1166605,67.48,0,14151,83,0.30,-82.60,Queda,1,-50.00,Queda,0.00,2.44
28/03/2022,40,581110,559537,1166605,67.48,1,14152,60,0.22,-87.21,Queda,1,-50.00,Queda,2.50,2.44
29/03/2022,67,581177,559537,1166605,67.48,1,14153,47,0.21,-89.85,Queda,1,-50.00,Queda,1.49,2.44
30/03/2022,56,581233,559537,1166605,67.48,2,14155,47,0.22,-88.48,Queda,1,0.00,Estabilidade,3.57,2.44
31/03/2022,58,581291,559537,1166605,67.48,0,14155,46,0.25,-87.53,Queda,1,0.00,Estabilidade,0.00,2.44
01/04/2022,35,581326,559537,1166605,67.48,0,14155,45,0.32,-87.11,Queda,1,0.00,Estabilidade,0.00,2.43
02/04/2022,33,581359,559537,1166605,67.48,2,14157,45,0.39,-85.34,Queda,1,0.00,Estabilidade,6.06,2.44
03/04/2022,8,581367,559537,1166605,67.48,0,14157,42,0.51,-85.05,Queda,1,0.00,Estabilidade,0.00,2.44
04/04/2022,26,581393,559537,1166605,67.48,1,14158,40,0.67,-85.29,Queda,1,0.00,Estabilidade,3.85,2.44
05/04/2022,49,581442,559537,1166605,67.48,1,14159,38,0.81,-82.88,Queda,1,0.00,Estabilidade,2.04,2.44
06/04/2022,52,581494,559537,1166605,67.48,1,14160,37,0.79,-82.79,Queda,1,0.00,Estabilidade,1.92,2.44
07/04/2022,72,581566,559537,1166605,67.48,0,14160,39,0.85,-78.92,Queda,1,,Estabilidade,0.00,2.43
08/04/2022,48,581614,559537,1166605,67.48,0,14160,41,0.91,-70.71,Queda,1,,Estabilidade,0.00,2.43
09/04/2022,27,581641,559537,1166605,67.48,0,14160,40,0.89,-64.91,Queda,0,-100.00,Queda,0.00,2.43
10/04/2022,21,581662,559537,1166605,67.48,0,14160,42,1.00,-49.40,Queda,0,-100.00,Queda,0.00,2.43
11/04/2022,17,581679,559537,1166605,67.48,1,14161,41,1.03,-31.67,Queda,0,-100.00,Queda,5.88,2.43
12/04/2022,50,581729,559537,1166605,67.48,1,14162,41,1.08,-12.77,Estabilidade,0,-100.00,Queda,2.00,2.43
13/04/2022,23,581752,559537,1166605,67.48,0,14162,37,1.00,-21.28,Queda,0,-100.00,Queda,0.00,2.43
14/04/2022,25,581777,559537,1166605,67.48,0,14162,30,0.77,-34.78,Queda,0,-100.00,Queda,0.00,2.43
15/04/2022,25,581802,559537,1166605,67.48,3,14165,27,0.66,-40.00,Queda,1,0.00,Estabilidade,12.00,2.43
16/04/2022,11,581813,559537,1166605,67.48,1,14166,25,0.63,-44.44,Queda,1,0.00,Estabilidade,9.09,2.43
17/04/2022,10,581823,559537,1166605,67.48,0,14166,23,0.55,-45.24,Queda,1,0.00,Estabilidade,0.00,2.43
18/04/2022,12,581835,559537,1166605,67.48,3,14169,22,0.54,-45.00,Queda,1,0.00,Estabilidade,25.00,2.44
19/04/2022,39,581874,559537,1166605,67.48,0,14169,21,0.51,-44.74,Queda,1,0.00,Estabilidade,0.00,2.44
20/04/2022,24,581898,559537,1166605,67.48,0,14169,21,0.57,-43.24,Queda,1,0.00,Estabilidade,0.00,2.43
21/04/2022,11,581909,559537,1166605,67.48,0,14169,19,0.63,-51.28,Queda,1,0.00,Estabilidade,0.00,2.43
22/04/2022,25,581934,559537,1166605,67.48,0,14169,19,0.70,-53.66,Queda,1,0.00,Estabilidade,0.00,2.43
23/04/2022,24,581958,559537,1166605,67.48,0,14169,21,0.84,-47.50,Queda,0,,Estabilidade,0.00,2.43
24/04/2022,5,581963,559537,1166605,67.48,0,14169,20,0.87,-52.38,Queda,0,,Estabilidade,0.00,2.43
25/04/2022,14,581977,559537,1166605,67.48,0,14169,20,0.91,-51.22,Queda,0,,Estabilidade,0.00,2.43
26/04/2022,52,582029,559537,1166605,67.48,1,14170,22,1.05,-46.34,Queda,0,,Estabilidade,1.92,2.43
27/04/2022,66,582095,559537,1166605,67.48,2,14172,28,1.33,-24.32,Queda,0,,Estabilidade,3.03,2.43
28/04/2022,53,582148,559537,1166605,67.48,0,14172,34,1.79,13.33,Estabilidade,0,,Estabilidade,0.00,2.43
29/04/2022,27,582175,559537,1166605,67.48,0,14172,34,1.79,25.93,Alta,0,-100.00,Queda,0.00,2.43
30/04/2022,24,582199,559537,1166605,67.48,0,14172,34,1.62,36.00,Alta,0,-100.00,Queda,0.00,2.43
01/05/2022,11,582210,559537,1166605,67.48,0,14172,35,1.75,52.17,Alta,0,-100.00,Queda,0.00,2.43
02/05/2022,2,582212,559537,1166605,67.48,0,14172,34,1.70,54.55,Alta,0,-100.00,Queda,0.00,2.43
03/05/2022,26,582238,559537,1166605,67.48,0,14172,30,1.36,42.86,Alta,0,-100.00,Queda,0.00,2.43
04/05/2022,26,582264,559537,1166605,67.48,0,14172,24,0.86,14.29,Estabilidade,0,-100.00,Queda,0.00,2.43
05/05/2022,25,582289,559537,1166605,67.48,0,14172,20,0.59,5.26,Estabilidade,0,-100.00,Queda,0.00,2.43
06/05/2022,43,582332,559537,1166605,67.48,0,14172,22,0.65,15.79,Alta,0,-100.00,Queda,0.00,2.43
07/05/2022,22,582354,559537,1166605,67.48,0,14172,22,0.65,4.76,Estabilidade,0,,Queda,0.00,2.43
08/05/2022,6,582360,559537,1166605,67.48,0,14172,21,0.60,5.00,Estabilidade,0,,Queda,0.00,2.43
09/05/2022,21,582381,559537,1166605,67.48,0,14172,24,0.71,20.00,Alta,0,,Queda,0.00,2.43
10/05/2022,37,582418,559537,1166605,67.48,0,14172,26,0.87,18.18,Alta,0,,Queda,0.00,2.43
11/05/2022,24,582442,559537,1166605,67.48,0,14172,25,1.04,-10.71,Estabilidade,0,,Queda,0.00,2.43
12/05/2022,18,582460,559537,1166605,67.48,0,14172,24,1.20,-29.41,Queda,0,,Queda,0.00,2.43
13/05/2022,27,582487,559537,1166605,67.48,0,14172,22,1.00,-35.29,Queda,0,,Queda,0.00,2.43
14/05/2022,0,582487,559537,1166605,67.48,0,14172,19,0.86,-44.12,Queda,0,,Queda,0,2.43
15/05/2022,0,582487,559537,1166605,67.48,0,14172,18,0.86,-48.57,Queda,0,,Queda,0,2.43
16/05/2022,0,582487,559537,1166605,67.48,0,14172,15,0.63,-55.88,Queda,0,,Queda,0,2.43
17/05/2022,0,582487,559537,1166605,67.48,0,14172,10,0.38,-66.67,Queda,0,,Queda,0,2.43
18/05/2022,0,582487,559537,1166605,67.48,0,14172,6,0.24,-75.00,Queda,0,,Queda,0,2.43
19/05/2022,0,582487,559537,1166605,67.48,0,14172,4,0.17,-80.00,Queda,0,,Queda,0,2.43
20/05/2022,0,582487,559537,1166605,67.48,0,14172,0,0.00,-100.00,Queda,0,,Queda,0,2.43
21/05/2022,0,582487,559537,1166605,67.48,0,14172,0,0.00,-100.00,Queda,0,,Queda,0,2.43
22/05/2022,0,582487,559537,1166605,67.48,0,14172,0,0.00,-100.00,Queda,0,,Queda,0,2.43
23/05/2022,0,582487,559537,1166605,67.48,0,14172,0,0.00,-100.00,Queda,0,,Queda,0,2.43
24/05/2022,0,582487,559537,1166605,67.48,0,14172,0,0.00,-100.00,Queda,0,,Queda,0,2.43
25/05/2022,10,582497,559537,1166605,67.48,1,14173,1,0.17,-96.00,Queda,0,,Queda,10.00,2.43
26/05/2022,0,582497,559537,1166605,67.48,0,14173,1,0.25,-95.83,Queda,0,,Queda,0,2.43
27/05/2022,0,582497,559537,1166605,67.48,0,14173,1,0.25,-95.45,Queda,0,,Queda,0,2.43
28/05/2022,0,582497,559537,1166605,67.48,0,14173,1,0.25,-94.74,Queda,0,,Queda,0,2.43
29/05/2022,0,582497,559537,1166605,67.48,0,14173,1,0.25,-94.44,Queda,0,,Queda,0,2.43
30/05/2022,0,582497,559537,1166605,67.48,0,14173,1,0.25,-93.33,Queda,0,,Queda,0,2.43
31/05/2022,0,582497,559537,1166605,67.48,0,14173,1,0.25,-90.00,Queda,0,,Queda,0,2.43
01/06/2022,12,582509,559537,1166605,67.48,1,14174,2,2.00,-66.67,Queda,0,,Queda,8.33,2.43
02/06/2022,0,582509,559537,1166605,67.48,0,14174,2,2.00,-50.00,Queda,0,,Queda,0,2.43
03/06/2022,0,582509,559537,1166605,67.48,0,14174,2,2.00,,Queda,0,,Queda,0,2.43
04/06/2022,0,582509,559537,1166605,67.48,0,14174,2,2.00,,Queda,0,,Queda,0,2.43
05/06/2022,0,582509,559537,1166605,67.48,0,14174,2,2.00,,Queda,0,,Queda,0,2.43
06/06/2022,0,582509,559537,1166605,67.48,0,14174,2,2.00,,Queda,0,,Queda,0,2.43
07/06/2022,28,582537,559537,1166605,67.48,0,14174,6,6.00,,Queda,0,,Queda,0.00,2.43
08/06/2022,0,582537,559537,1166605,67.48,0,14174,4,2.00,300.00,Alta,0,,Queda,0,2.43
09/06/2022,0,582537,559537,1166605,67.48,0,14174,4,2.00,300.00,Alta,0,,Queda,0,2.43
10/06/2022,0,582537,559537,1166605,67.48,0,14174,4,2.00,300.00,Alta,0,,Queda,0,2.43
11/06/2022,0,582537,559537,1166605,67.48,0,14174,4,2.00,300.00,Alta,0,,Queda,0,2.43
12/06/2022,8,582545,559537,1166605,67.48,0,14174,5,2.50,400.00,Alta,0,,Queda,0.00,2.43
13/06/2022,0,582545,559537,1166605,67.48,0,14174,5,2.50,400.00,Alta,0,,Queda,0,2.43
14/06/2022,50,582595,559537,1166605,67.48,1,14175,8,1.33,700.00,Alta,0,,Queda,2.00,2.43
15/06/2022,0,582595,559537,1166605,67.48,0,14175,8,2.00,300.00,Alta,0,,Queda,0,2.43
16/06/2022,0,582595,559537,1166605,67.48,0,14175,8,2.00,300.00,Alta,0,,Queda,0,2.43
17/06/2022,0,582595,559537,1166605,67.48,0,14175,8,2.00,300.00,Alta,0,,Queda,0,2.43
18/06/2022,0,582595,559537,1166605,67.48,0,14175,8,2.00,300.00,Alta,0,,Queda,0,2.43
19/06/2022,0,582595,559537,1166605,67.48,0,14175,7,1.40,250.00,Alta,0,,Queda,0,2.43
20/06/2022,0,582595,559537,1166605,67.48,0,14175,7,1.40,250.00,Alta,0,,Queda,0,2.43
21/06/2022,0,582595,559537,1166605,67.48,0,14175,0,0.00,-100.00,Queda,0,,Queda,0,2.43
22/06/2022,132,582727,559537,1166605,67.48,0,14175,19,2.38,375.00,Alta,0,,Queda,0.00,2.43
23/06/2022,0,582727,559537,1166605,67.48,0,14175,19,2.38,375.00,Alta,0,,Queda,0,2.43
24/06/2022,0,582727,559537,1166605,67.48,0,14175,19,2.38,375.00,Alta,0,,Queda,0,2.43
25/06/2022,0,582727,559537,1166605,67.48,0,14175,19,2.38,375.00,Alta,0,,Queda,0,2.43
26/06/2022,0,582727,559537,1166605,67.48,0,14175,19,2.71,280.00,Alta,0,,Queda,0,2.43
27/06/2022,0,582727,559537,1166605,67.48,0,14175,19,2.71,280.00,Alta,0,,Queda,0,2.43
28/06/2022,0,582727,559537,1166605,67.48,0,14175,19,2.71,137.50,Alta,0,,Queda,0,2.43
29/06/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,-100.00,Queda,0,,Queda,0,2.43
30/06/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,-100.00,Queda,0,,Queda,0,2.43
01/07/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,-100.00,Queda,0,,Queda,0,2.43
02/07/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,-100.00,Queda,0,,Queda,0,2.43
03/07/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,-100.00,Queda,0,,Queda,0,2.43
04/07/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,-100.00,Queda,0,,Queda,0,2.43
05/07/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
06/07/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,-100.00,Queda,0,,Queda,0,2.43
07/07/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,-100.00,Queda,0,,Queda,0,2.43
08/07/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,-100.00,Queda,0,,Queda,0,2.43
09/07/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,-100.00,Queda,0,,Queda,0,2.43
10/07/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,-100.00,Queda,0,,Queda,0,2.43
11/07/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,-100.00,Queda,0,,Queda,0,2.43
12/07/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,-100.00,Queda,0,,Queda,0,2.43
13/07/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
14/07/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
15/07/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
16/07/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
17/07/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
18/07/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
19/07/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
20/07/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
21/07/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
22/07/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
23/07/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
24/07/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
25/07/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
26/07/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
27/07/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
28/07/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
29/07/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
30/07/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
31/07/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
01/08/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
02/08/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
03/08/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
04/08/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
05/08/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
06/08/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
07/08/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
08/08/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
09/08/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
10/08/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
11/08/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
12/08/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
13/08/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
14/08/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
15/08/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
16/08/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
17/08/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
18/08/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
19/08/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
20/08/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
21/08/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
22/08/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
23/08/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
24/08/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
25/08/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
26/08/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
27/08/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
28/08/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
29/08/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
30/08/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
31/08/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
01/09/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
02/09/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
03/09/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
04/09/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
05/09/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
06/09/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
07/09/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
08/09/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
09/09/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
10/09/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
11/09/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
12/09/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
13/09/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
14/09/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
15/09/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
16/09/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
17/09/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
18/09/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
19/09/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
20/09/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
21/09/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
22/09/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
23/09/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
24/09/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
25/09/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
26/09/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
27/09/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
28/09/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
29/09/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
30/09/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
01/10/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
02/10/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
03/10/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
04/10/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
05/10/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
06/10/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
07/10/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
08/10/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
09/10/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
10/10/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
11/10/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
12/10/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
13/10/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
14/10/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
15/10/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
16/10/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
17/10/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
18/10/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
19/10/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
20/10/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
21/10/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
22/10/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
23/10/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
24/10/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
25/10/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
26/10/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
27/10/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
28/10/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
29/10/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
30/10/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
31/10/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
01/11/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
02/11/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
03/11/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
04/11/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
05/11/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
06/11/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
07/11/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
08/11/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
09/11/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
10/11/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
11/11/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
12/11/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
13/11/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
14/11/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
15/11/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
16/11/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
17/11/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
