Data Casos,CasosDia,Total Casos,Total Recuperados,Acumulado Testes Realizados,Ocupacao Leitos UTI,Mortes do Dia,Total Mortes,Media Movel Casos 7 dias,Taxa Transmissao,Variacao Casos 7 dias,Tendencia Casos,Media Movel Mortes 7 dias,Variacao Mortes 7 dias,Tendencia Mortes,Letalidade do Dia,Letalidade Acumulada
28/12/2020,318,196754,81338,0,90.48,16,5206,632,0.88,0.48,Estabilidade,16,128.57,Alta,5.03,2.65
29/12/2020,1447,198201,81338,0,90.48,26,5232,665,0.83,13.48,Estabilidade,17,112.50,Alta,1.80,2.64
30/12/2020,1369,199570,81338,0,84.78,26,5258,738,0.94,11.14,Estabilidade,18,100.00,Alta,1.90,2.63
31/12/2020,1443,201013,81338,0,84.78,27,5285,801,1.00,18.67,Alta,19,90.00,Alta,1.87,2.63
01/01/2021,541,201554,81338,0,89.06,10,5295,821,1.19,14.19,Estabilidade,19,72.73,Alta,1.85,2.63
02/01/2021,313,201867,81338,0,89.06,30,5325,837,1.35,8.56,Estabilidade,22,100.00,Alta,9.58,2.64
03/01/2021,546,202413,81338,0,89.06,20,5345,854,1.34,16.19,Alta,22,83.33,Alta,3.66,2.64
04/01/2021,0,202413,81338,0,90.00,0,5345,808,1.28,12.07,Estabilidade,20,66.67,Alta,0,2.64
05/01/2021,2487,204900,81338,0,90.00,69,5414,957,1.44,19.33,Alta,26,116.67,Alta,2.77,2.64
06/01/2021,2192,207092,81338,0,90.00,86,5500,1075,1.46,37.12,Alta,35,150.00,Alta,3.92,2.66
07/01/2021,1706,208798,81338,0,90.00,46,5546,1112,1.39,39.17,Alta,37,146.67,Alta,2.70,2.66
08/01/2021,0,208798,81338,0,90.00,0,5546,1035,1.26,49.78,Alta,36,157.14,Alta,0,2.66
09/01/2021,4198,212996,81338,0,90.00,123,5669,1590,1.90,156.87,Alta,49,250.00,Alta,2.93,2.66
10/01/2021,965,213961,81338,0,91.16,32,5701,1650,1.93,159.03,Alta,51,240.00,Alta,3.32,2.66
11/01/2021,2151,216112,81338,0,91.16,55,5756,1957,2.42,209.65,Alta,59,268.75,Alta,2.56,2.66
12/01/2021,1958,218070,81338,0,91.16,54,5810,1881,1.97,182.86,Alta,57,235.29,Alta,2.76,2.66
13/01/2021,1474,219544,81338,0,91.16,69,5879,1779,1.65,141.06,Alta,54,200.00,Alta,4.68,2.68
14/01/2021,3816,223360,81338,0,91.16,51,5930,2080,1.87,159.68,Alta,55,189.47,Alta,1.34,2.65
15/01/2021,3151,226511,81338,0,91.16,113,6043,2530,2.44,208.16,Alta,71,273.68,Alta,3.59,2.67
16/01/2021,2856,229367,81338,0,91.16,80,6123,2339,1.47,179.45,Alta,65,195.45,Alta,2.80,2.67
17/01/2021,1277,230644,81338,0,91.16,68,6191,2383,1.44,179.04,Alta,70,218.18,Alta,5.32,2.68
18/01/2021,1790,232434,81338,0,100.00,117,6308,2332,1.19,188.61,Alta,79,295.00,Alta,6.54,2.71
19/01/2021,1537,233971,81338,0,100.00,142,6450,2272,1.21,137.41,Alta,91,250.00,Alta,9.24,2.76
20/01/2021,5009,238980,81338,0,100.00,148,6598,2777,1.56,158.33,Alta,103,194.29,Alta,2.95,2.76
21/01/2021,2202,241182,81338,0,100.00,159,6757,2546,1.22,128.96,Alta,118,218.92,Alta,7.22,2.80
22/01/2021,3975,245157,81338,0,100.00,132,6889,2664,1.05,157.39,Alta,121,236.11,Alta,3.32,2.81
23/01/2021,3404,248561,81338,0,100.00,162,7051,2742,1.17,72.45,Alta,133,171.43,Alta,4.76,2.84
24/01/2021,1152,249713,81338,0,100.00,95,7146,2724,1.14,65.09,Alta,136,166.67,Alta,8.25,2.86
25/01/2021,1222,250935,81338,0,100.00,86,7232,2643,1.13,35.05,Alta,132,123.73,Alta,7.04,2.88
26/01/2021,3525,254460,81338,0,100.00,192,7424,2927,1.29,55.61,Alta,139,143.86,Alta,5.45,2.92
27/01/2021,3146,257606,81338,0,100.00,136,7560,2661,0.96,49.58,Alta,137,153.70,Alta,4.32,2.93
28/01/2021,1852,259458,81338,0,100.00,113,7673,2611,1.03,25.53,Alta,131,138.18,Alta,6.10,2.96
29/01/2021,2116,261574,81338,0,100.00,120,7793,2345,0.88,-7.31,Estabilidade,129,81.69,Alta,5.67,2.98
30/01/2021,4420,265994,81338,0,100.00,225,8018,2490,0.91,6.46,Estabilidade,138,112.31,Alta,5.09,3.01
31/01/2021,1400,267394,81338,0,100.00,99,8117,2526,0.93,6.00,Estabilidade,139,98.57,Alta,7.07,3.04
01/02/2021,1323,268717,81338,0,100.00,149,8266,2540,0.96,8.92,Estabilidade,148,87.34,Alta,11.26,3.08
02/02/2021,2460,271177,81338,0,100.00,148,8414,2388,0.82,5.11,Estabilidade,141,54.95,Alta,6.02,3.10
03/02/2021,2685,273862,81338,0,100.00,150,8564,2322,0.87,-16.38,Queda,143,38.83,Alta,5.59,3.13
04/02/2021,2689,276551,81338,0,100.00,152,8716,2442,0.94,-4.08,Estabilidade,149,26.27,Alta,5.65,3.15
05/02/2021,2238,278789,81338,0,100.00,99,8815,2459,1.05,-7.70,Estabilidade,146,20.66,Alta,4.42,3.16
06/02/2021,2965,281754,81338,0,100.00,119,8934,2251,0.90,-17.91,Queda,131,-1.50,Estabilidade,4.01,3.17
07/02/2021,985,282739,81338,0,100.00,69,9003,2192,0.87,-19.53,Queda,127,-6.62,Estabilidade,7.01,3.18
08/02/2021,919,283658,81338,0,100.00,113,9116,2134,0.84,-19.26,Queda,121,-8.33,Estabilidade,12.30,3.21
09/02/2021,1442,285100,81338,0,100.00,169,9285,1989,0.83,-32.05,Queda,124,-10.79,Estabilidade,11.72,3.26
10/02/2021,2744,287844,81338,0,100.00,167,9452,1997,0.86,-24.95,Queda,127,-7.30,Estabilidade,6.09,3.28
11/02/2021,2205,290049,81338,0,100.00,167,9619,1928,0.79,-26.16,Queda,129,-1.53,Estabilidade,7.57,3.32
12/02/2021,2445,292494,81338,0,100.00,134,9753,1958,0.80,-16.50,Queda,134,3.88,Estabilidade,5.48,3.33
13/02/2021,1828,294322,81338,0,100.00,66,9819,1795,0.80,-27.91,Queda,126,-8.70,Estabilidade,3.61,3.34
14/02/2021,632,294954,81338,0,100.00,53,9872,1745,0.80,-30.92,Queda,124,-10.79,Estabilidade,8.39,3.35
15/02/2021,925,295879,81338,0,100.00,120,9992,1746,0.82,-31.26,Queda,125,-15.54,Queda,12.97,3.38
16/02/2021,1808,297687,81338,0,100.00,108,10100,1798,0.90,-24.71,Queda,116,-17.73,Queda,5.97,3.39
17/02/2021,1808,299495,81338,0,100.00,81,10181,1664,0.83,-28.34,Queda,104,-27.27,Queda,4.48,3.40
18/02/2021,2141,301636,81338,0,100.00,105,10286,1655,0.86,-32.23,Queda,95,-36.24,Queda,4.90,3.41
19/02/2021,1950,303586,81338,0,100.00,73,10359,1585,0.81,-35.54,Queda,87,-40.41,Queda,3.74,3.41
20/02/2021,1664,305250,81338,0,100.00,50,10409,1561,0.87,-30.65,Queda,84,-35.88,Queda,3.00,3.41
21/02/2021,753,306003,81338,0,100.00,53,10462,1578,0.90,-28.01,Queda,84,-33.86,Queda,7.04,3.42
22/02/2021,1161,307164,81338,0,100.00,60,10522,1612,0.92,-24.46,Queda,76,-37.19,Queda,5.17,3.43
23/02/2021,2147,309311,81338,0,100.00,51,10573,1661,0.92,-16.49,Queda,68,-45.16,Queda,2.38,3.42
24/02/2021,1608,310919,81338,0,100.00,69,10642,1632,0.98,-18.28,Queda,66,-48.03,Queda,4.29,3.42
25/02/2021,1420,312339,81338,0,100.00,86,10728,1529,0.92,-20.70,Queda,63,-51.16,Queda,6.06,3.43
26/02/2021,1572,313911,81338,0,100.00,56,10784,1475,0.93,-24.67,Queda,61,-54.48,Queda,3.56,3.44
27/02/2021,1688,315599,81338,0,100.00,47,10831,1478,0.95,-17.66,Queda,60,-52.38,Queda,2.78,3.43
28/02/2021,367,315966,81338,0,100.00,29,10860,1423,0.90,-18.45,Queda,57,-54.03,Queda,7.90,3.44
01/03/2021,702,316668,81338,0,100.00,78,10938,1358,0.84,-22.22,Queda,59,-52.80,Queda,11.11,3.45
02/03/2021,1576,318244,81338,0,100.00,74,11012,1276,0.77,-29.03,Queda,63,-45.69,Queda,4.70,3.46
03/03/2021,704,318948,81338,0,82.00,75,11087,1147,0.70,-31.07,Queda,64,-38.46,Queda,10.65,3.48
04/03/2021,924,319872,81338,0,82.00,85,11172,1076,0.70,-34.98,Queda,63,-33.68,Queda,9.20,3.49
05/03/2021,2355,322227,81338,0,82.00,57,11229,1188,0.81,-25.05,Queda,64,-26.44,Queda,2.42,3.48
06/03/2021,1383,323610,81338,0,82.00,11,11240,1144,0.77,-26.71,Queda,58,-30.95,Queda,0.80,3.47
07/03/2021,493,324103,81338,0,82.00,22,11262,1162,0.82,-26.36,Queda,57,-32.14,Queda,4.46,3.47
08/03/2021,461,324564,81338,0,82.00,26,11288,1128,0.83,-30.02,Queda,50,-34.21,Queda,5.64,3.48
09/03/2021,1610,326174,81338,0,82.00,53,11341,1133,0.89,-31.79,Queda,47,-30.88,Queda,3.29,3.48
10/03/2021,1349,327523,81338,0,82.00,47,11388,1225,1.07,-24.94,Queda,43,-34.85,Queda,3.48,3.48
11/03/2021,1240,328763,81338,0,82.00,43,11431,1270,1.18,-16.94,Queda,37,-41.27,Queda,3.47,3.48
12/03/2021,1247,330010,81338,0,82.00,51,11482,1112,0.94,-24.61,Queda,36,-40.98,Queda,4.09,3.48
13/03/2021,1162,331172,81338,0,85.91,34,11516,1080,0.94,-26.93,Queda,39,-35.00,Queda,2.93,3.48
14/03/2021,596,331768,81338,0,85.91,23,11539,1095,0.94,-23.05,Queda,40,-29.82,Queda,3.86,3.48
15/03/2021,541,332309,81338,0,85.91,34,11573,1106,0.98,-18.56,Queda,41,-30.51,Queda,6.28,3.48
16/03/2021,1299,333608,81338,0,85.91,50,11623,1062,0.94,-16.77,Queda,40,-36.51,Queda,3.85,3.48
17/03/2021,824,334432,81338,0,85.91,49,11672,987,0.81,-13.95,Estabilidade,41,-35.94,Queda,5.95,3.49
18/03/2021,962,335394,81338,0,85.91,36,11708,947,0.75,-11.99,Estabilidade,40,-36.51,Queda,3.74,3.49
19/03/2021,1957,337351,81338,0,85.91,35,11743,1049,0.94,-11.70,Estabilidade,37,-42.19,Queda,1.79,3.48
20/03/2021,1025,338376,81338,0,85.91,32,11775,1029,0.95,-10.05,Estabilidade,37,-36.21,Queda,3.12,3.48
21/03/2021,367,338743,81338,0,85.91,16,11791,996,0.91,-14.29,Estabilidade,36,-36.84,Queda,4.36,3.48
22/03/2021,767,339510,81338,0,85.91,27,11818,1029,0.93,-8.78,Estabilidade,35,-30.00,Queda,3.52,3.48
23/03/2021,1275,340785,81338,0,85.91,18,11836,1025,0.97,-9.53,Estabilidade,30,-36.17,Queda,1.41,3.47
24/03/2021,1183,341968,81338,0,85.91,24,11860,1077,1.09,-12.08,Estabilidade,27,-37.21,Queda,2.03,3.47
25/03/2021,1165,343133,81338,0,85.91,33,11893,1106,1.17,-12.91,Estabilidade,26,-29.73,Queda,2.83,3.47
26/03/2021,1091,344224,81338,0,85.91,24,11917,982,0.94,-11.69,Estabilidade,25,-30.56,Queda,2.20,3.46
27/03/2021,1112,345336,81338,0,85.91,22,11939,994,0.97,-7.96,Estabilidade,23,-41.03,Queda,1.98,3.46
28/03/2021,474,345810,81338,0,85.91,13,11952,1010,1.01,-7.76,Estabilidade,23,-42.50,Queda,2.74,3.46
29/03/2021,510,346320,81338,0,85.91,22,11974,973,0.95,-12.03,Estabilidade,22,-46.34,Queda,4.31,3.46
30/03/2021,1490,347810,81338,0,85.91,23,11997,1004,0.98,-5.46,Estabilidade,23,-42.50,Queda,1.54,3.45
31/03/2021,1313,349123,81338,0,78.30,18,12015,1022,0.95,3.55,Estabilidade,22,-46.34,Queda,1.37,3.44
01/04/2021,1165,350288,81338,0,78.30,16,12031,1022,0.92,7.92,Estabilidade,20,-50.00,Queda,1.37,3.43
02/04/2021,830,351118,81338,0,78.30,17,12048,985,1.00,-6.10,Estabilidade,19,-48.65,Queda,2.05,3.43
03/04/2021,746,351864,81338,0,78.30,13,12061,933,0.94,-9.33,Estabilidade,17,-54.05,Queda,1.74,3.43
04/04/2021,448,352312,81338,0,78.30,11,12072,929,0.92,-6.73,Estabilidade,17,-52.78,Queda,2.46,3.43
05/04/2021,664,352976,81338,0,78.30,35,12107,951,0.98,-7.58,Estabilidade,19,-45.71,Queda,5.27,3.43
06/04/2021,953,353929,81338,0,79.63,29,12136,874,0.87,-14.73,Estabilidade,20,-33.33,Queda,3.04,3.43
07/04/2021,1098,355027,81338,0,79.63,41,12177,843,0.82,-21.73,Queda,23,-14.81,Estabilidade,3.73,3.43
08/04/2021,960,355987,81338,0,79.63,25,12202,814,0.80,-26.40,Queda,24,-7.69,Estabilidade,2.60,3.43
09/04/2021,1172,357159,81338,0,79.63,24,12226,863,0.88,-12.12,Estabilidade,25,0.00,Estabilidade,2.05,3.42
10/04/2021,737,357896,81338,0,79.63,19,12245,862,0.92,-13.28,Estabilidade,26,13.04,Estabilidade,2.58,3.42
11/04/2021,535,358431,81338,0,79.63,12,12257,874,0.94,-13.47,Estabilidade,26,13.04,Estabilidade,2.24,3.42
12/04/2021,489,358920,81338,0,79.63,14,12271,849,0.89,-12.74,Estabilidade,23,4.55,Estabilidade,2.86,3.42
13/04/2021,995,359915,81338,0,79.63,23,12294,855,0.98,-14.84,Estabilidade,23,0.00,Estabilidade,2.31,3.42
14/04/2021,820,360735,81338,0,79.63,25,12319,815,0.97,-20.25,Queda,20,-9.09,Estabilidade,3.05,3.41
15/04/2021,893,361628,81338,0,79.63,18,12337,806,0.99,-21.14,Queda,19,-5.00,Estabilidade,2.02,3.41
16/04/2021,773,362401,81338,0,79.63,15,12352,749,0.87,-23.96,Queda,18,-5.26,Estabilidade,1.94,3.41
17/04/2021,701,363102,81338,0,79.63,10,12362,744,0.86,-20.26,Queda,17,0.00,Estabilidade,1.43,3.40
18/04/2021,484,363586,81338,0,79.63,9,12371,736,0.84,-20.78,Queda,16,-5.88,Estabilidade,1.86,3.40
19/04/2021,442,364028,81338,0,79.63,25,12396,730,0.86,-23.24,Queda,18,-5.26,Estabilidade,5.66,3.41
20/04/2021,734,364762,81338,0,79.63,35,12431,692,0.81,-20.82,Queda,20,0.00,Estabilidade,4.77,3.41
21/04/2021,671,365433,81338,0,79.63,23,12454,671,0.82,-20.40,Queda,19,-17.39,Queda,3.43,3.41
22/04/2021,536,365969,81338,0,79.63,20,12474,620,0.77,-23.83,Queda,20,-16.67,Queda,3.73,3.41
23/04/2021,829,366798,81338,0,79.63,20,12494,628,0.84,-27.23,Queda,20,-20.00,Queda,2.41,3.41
24/04/2021,544,367342,81338,0,79.63,12,12506,606,0.81,-29.70,Queda,21,-19.23,Queda,2.21,3.40
25/04/2021,371,367713,81338,0,79.63,11,12517,590,0.80,-32.49,Queda,21,-19.23,Queda,2.96,3.40
26/04/2021,426,368139,81338,0,79.63,11,12528,587,0.80,-30.86,Queda,19,-17.39,Queda,2.58,3.40
27/04/2021,715,368854,81338,0,79.63,34,12562,585,0.85,-31.58,Queda,19,-17.39,Queda,4.76,3.41
28/04/2021,634,369488,81338,0,79.63,25,12587,579,0.86,-28.96,Queda,19,-5.00,Estabilidade,3.94,3.41
29/04/2021,696,370184,81338,0,79.63,28,12615,602,0.97,-25.31,Queda,20,5.26,Estabilidade,4.02,3.41
30/04/2021,592,370776,81338,0,79.63,12,12627,568,0.90,-24.17,Queda,19,5.56,Estabilidade,2.03,3.41
01/05/2021,530,371306,81338,0,79.63,9,12636,566,0.93,-23.92,Queda,19,11.76,Estabilidade,1.70,3.40
02/05/2021,412,371718,81338,0,79.63,5,12641,572,0.97,-22.28,Queda,18,12.50,Estabilidade,1.21,3.40
03/05/2021,410,372128,81338,0,79.63,17,12658,570,0.97,-21.92,Queda,19,5.56,Estabilidade,4.15,3.40
04/05/2021,675,372803,81338,0,79.63,20,12678,564,0.96,-18.50,Queda,17,-15.00,Queda,2.96,3.40
05/05/2021,599,373402,81338,0,79.63,13,12691,559,0.97,-16.69,Queda,15,-21.05,Queda,2.17,3.40
06/05/2021,545,373947,81338,0,79.63,16,12707,538,0.89,-13.23,Estabilidade,13,-35.00,Queda,2.94,3.40
07/05/2021,630,374577,81338,0,79.63,9,12716,543,0.96,-13.54,Estabilidade,13,-35.00,Queda,1.43,3.39
08/05/2021,495,375072,81338,0,53.40,8,12724,538,0.95,-11.22,Estabilidade,13,-38.10,Queda,1.62,3.39
09/05/2021,211,375283,81338,0,53.40,4,12728,509,0.89,-13.73,Estabilidade,12,-42.86,Queda,1.90,3.39
10/05/2021,320,375603,81338,0,53.40,18,12746,496,0.87,-15.50,Queda,13,-31.58,Queda,5.63,3.39
11/05/2021,695,376298,81338,0,53.40,12,12758,499,0.88,-14.70,Estabilidade,11,-42.11,Queda,1.73,3.39
12/05/2021,595,376893,81338,0,53.40,17,12775,499,0.89,-13.82,Estabilidade,12,-36.84,Queda,2.86,3.39
13/05/2021,666,377559,81338,0,53.40,17,12792,516,0.96,-14.29,Estabilidade,12,-40.00,Queda,2.55,3.39
14/05/2021,579,378138,81338,0,53.40,16,12808,509,0.94,-10.39,Estabilidade,13,-31.58,Queda,2.76,3.39
15/05/2021,507,378645,81338,0,53.40,16,12824,510,0.95,-9.89,Estabilidade,14,-26.32,Queda,3.16,3.39
16/05/2021,210,378855,81338,0,53.40,7,12831,510,1.00,-10.84,Estabilidade,15,-16.67,Queda,3.33,3.39
17/05/2021,312,379167,81338,0,53.40,24,12855,509,1.03,-10.70,Estabilidade,16,-15.79,Queda,7.69,3.39
18/05/2021,663,379830,81338,0,53.40,24,12879,505,1.01,-10.46,Estabilidade,17,0.00,Estabilidade,3.62,3.39
19/05/2021,586,380416,81338,0,53.40,14,12893,503,1.01,-10.02,Estabilidade,17,13.33,Estabilidade,2.39,3.39
20/05/2021,620,381036,81338,0,53.40,10,12903,497,0.96,-7.62,Estabilidade,16,23.08,Alta,1.61,3.39
21/05/2021,599,381635,81338,0,53.40,9,12912,500,0.98,-7.92,Estabilidade,15,15.38,Alta,1.50,3.38
22/05/2021,515,382150,81338,0,53.40,3,12915,501,0.98,-6.88,Estabilidade,13,0.00,Estabilidade,0.58,3.38
23/05/2021,337,382487,81338,0,53.40,5,12920,519,1.02,1.96,Estabilidade,13,8.33,Estabilidade,1.48,3.38
24/05/2021,358,382845,81338,0,53.40,5,12925,525,1.03,5.85,Estabilidade,10,-23.08,Queda,1.40,3.38
25/05/2021,535,383380,81338,0,53.40,10,12935,507,1.00,1.60,Estabilidade,8,-27.27,Queda,1.87,3.37
26/05/2021,600,383980,81338,0,53.40,8,12943,509,1.01,2.00,Estabilidade,7,-41.67,Queda,1.33,3.37
27/05/2021,654,384634,81338,0,53.40,8,12951,514,1.03,-0.39,Estabilidade,7,-41.67,Queda,1.22,3.37
28/05/2021,363,384997,81338,0,53.40,15,12966,480,0.96,-5.70,Estabilidade,8,-38.46,Queda,4.13,3.37
29/05/2021,831,385828,81338,0,53.40,6,12972,525,1.05,2.94,Estabilidade,8,-42.86,Queda,0.72,3.36
30/05/2021,246,386074,81338,0,53.40,6,12978,512,0.99,0.39,Estabilidade,8,-46.67,Queda,2.44,3.36
31/05/2021,344,386418,81338,0,53.40,7,12985,510,0.97,0.20,Estabilidade,9,-43.75,Queda,2.03,3.36
01/06/2021,620,387038,81338,0,53.40,11,12996,523,1.03,3.56,Estabilidade,9,-47.06,Queda,1.77,3.36
02/06/2021,671,387709,81338,0,53.40,13,13009,533,1.05,5.96,Estabilidade,9,-47.06,Queda,1.94,3.36
03/06/2021,585,388294,81338,0,53.40,7,13016,523,1.02,5.23,Estabilidade,9,-43.75,Queda,1.20,3.35
04/06/2021,456,388750,81338,0,53.40,26,13042,536,1.12,7.20,Estabilidade,11,-26.67,Queda,5.70,3.35
05/06/2021,450,389200,81338,0,53.40,8,13050,482,0.92,-3.79,Estabilidade,11,-15.38,Queda,1.78,3.35
06/06/2021,350,389550,81338,0,53.40,4,13054,497,0.97,-4.24,Estabilidade,11,-15.38,Queda,1.14,3.35
07/06/2021,286,389836,81338,0,53.40,9,13063,488,0.96,-7.05,Estabilidade,11,10.00,Estabilidade,3.15,3.35
08/06/2021,550,390386,81338,0,53.40,23,13086,478,0.91,-5.72,Estabilidade,13,62.50,Alta,4.18,3.35
09/06/2021,677,391063,81338,0,53.40,17,13103,479,0.90,-5.89,Estabilidade,13,85.71,Alta,2.51,3.35
10/06/2021,795,391858,81338,0,53.40,16,13119,509,0.97,-0.97,Estabilidade,15,114.29,Alta,2.01,3.35
11/06/2021,716,392574,81338,0,53.40,10,13129,546,1.02,13.75,Estabilidade,12,50.00,Alta,1.40,3.34
12/06/2021,604,393178,81338,0,53.40,7,13136,568,1.18,8.19,Estabilidade,12,50.00,Alta,1.16,3.34
13/06/2021,314,393492,81338,0,53.40,4,13140,563,1.13,9.96,Estabilidade,12,50.00,Alta,1.27,3.34
14/06/2021,383,393875,81338,0,53.40,9,13149,577,1.18,13.14,Estabilidade,12,33.33,Alta,2.35,3.34
15/06/2021,726,394601,81338,0,53.40,13,13162,602,1.26,15.11,Alta,11,22.22,Alta,1.79,3.34
16/06/2021,503,395104,81338,0,53.40,20,13182,577,1.20,8.26,Estabilidade,11,22.22,Alta,3.98,3.34
17/06/2021,620,395724,81338,0,53.40,15,13197,552,1.08,5.54,Estabilidade,11,22.22,Alta,2.42,3.33
18/06/2021,684,396408,81338,0,53.40,12,13209,548,1.00,2.24,Estabilidade,11,0.00,Estabilidade,1.75,3.33
19/06/2021,499,396907,81338,0,53.40,5,13214,533,0.94,10.58,Estabilidade,11,0.00,Estabilidade,1.00,3.33
20/06/2021,225,397132,81338,0,53.40,6,13220,520,0.92,4.63,Estabilidade,11,0.00,Estabilidade,2.67,3.33
21/06/2021,393,397525,81338,0,53.40,6,13226,521,0.90,6.76,Estabilidade,11,0.00,Estabilidade,1.53,3.33
22/06/2021,720,398245,81338,0,53.40,15,13241,521,0.87,9.00,Estabilidade,11,-15.38,Queda,2.08,3.32
23/06/2021,511,398756,81338,0,53.40,5,13246,522,0.90,8.98,Estabilidade,9,-30.77,Queda,0.98,3.32
24/06/2021,645,399401,81338,0,53.40,3,13249,525,0.95,3.14,Estabilidade,7,-53.33,Queda,0.47,3.32
25/06/2021,661,400062,81338,0,53.40,15,13264,522,0.95,-4.40,Estabilidade,8,-33.33,Queda,2.27,3.32
26/06/2021,471,400533,81338,0,53.40,3,13267,518,0.97,-8.80,Estabilidade,8,-33.33,Queda,0.64,3.31
27/06/2021,248,400781,81338,0,53.40,4,13271,521,1.00,-7.46,Estabilidade,7,-41.67,Queda,1.61,3.31
28/06/2021,414,401195,81338,0,53.40,11,13282,524,1.01,-9.19,Estabilidade,8,-33.33,Queda,2.66,3.31
29/06/2021,552,401747,81338,0,53.40,17,13299,500,0.96,-16.94,Queda,8,-27.27,Queda,3.08,3.31
30/06/2021,342,402089,81338,0,53.40,14,13313,476,0.91,-17.50,Queda,10,-9.09,Estabilidade,4.09,3.31
01/07/2021,665,402754,81338,0,57.00,7,13320,479,0.91,-13.22,Estabilidade,10,-9.09,Estabilidade,1.05,3.31
02/07/2021,575,403329,81338,0,57.00,10,13330,467,0.89,-14.78,Estabilidade,9,-18.18,Queda,1.74,3.30
03/07/2021,492,403821,81338,0,57.00,7,13337,470,0.91,-11.82,Estabilidade,10,-9.09,Estabilidade,1.42,3.30
04/07/2021,224,404045,81338,0,57.00,5,13342,466,0.89,-10.38,Estabilidade,10,-9.09,Estabilidade,2.23,3.30
05/07/2021,302,404347,81338,0,57.00,7,13349,450,0.86,-13.63,Estabilidade,10,-9.09,Estabilidade,2.32,3.30
06/07/2021,719,405066,81338,0,57.00,0,13349,474,0.95,-9.02,Estabilidade,7,-36.36,Queda,0.00,3.30
07/07/2021,543,405609,81338,0,57.00,6,13355,503,1.06,-3.64,Estabilidade,6,-33.33,Queda,1.10,3.29
08/07/2021,701,406310,81338,0,57.00,6,13361,508,1.06,-3.24,Estabilidade,6,-14.29,Estabilidade,0.86,3.29
09/07/2021,718,407028,81338,0,57.00,6,13367,528,1.13,1.15,Estabilidade,5,-37.50,Queda,0.84,3.28
10/07/2021,492,407520,81338,0,57.00,11,13378,528,1.12,1.93,Estabilidade,6,-25.00,Queda,2.24,3.28
11/07/2021,267,407787,81338,0,57.00,4,13382,535,1.15,2.69,Estabilidade,6,-14.29,Estabilidade,1.50,3.28
12/07/2021,250,408037,81338,0,66.00,5,13387,527,1.17,0.57,Estabilidade,5,-37.50,Queda,2.00,3.28
13/07/2021,578,408615,81338,0,57.00,11,13398,507,1.07,1.40,Estabilidade,7,-12.50,Estabilidade,1.90,3.28
14/07/2021,552,409167,81338,0,57.00,7,13405,508,1.01,6.72,Estabilidade,7,-30.00,Queda,1.27,3.28
15/07/2021,616,409783,81338,0,57.00,8,13413,496,0.98,3.55,Estabilidade,7,-30.00,Queda,1.30,3.27
16/07/2021,584,410367,81338,0,57.00,8,13421,477,0.90,2.14,Estabilidade,8,-11.11,Estabilidade,1.37,3.27
17/07/2021,515,410882,81338,0,57.00,8,13429,480,0.91,2.13,Estabilidade,7,-30.00,Queda,1.55,3.27
18/07/2021,230,411112,81338,0,57.00,5,13434,475,0.89,1.93,Estabilidade,7,-30.00,Queda,2.17,3.27
19/07/2021,273,411385,81338,0,57.00,9,13443,478,0.91,6.22,Estabilidade,8,-20.00,Queda,3.30,3.27
20/07/2021,509,411894,81338,0,57.00,6,13449,468,0.92,-1.27,Estabilidade,7,0.00,Estabilidade,1.18,3.27
21/07/2021,651,412545,81338,0,57.00,4,13453,483,0.95,-3.98,Estabilidade,7,16.67,Alta,0.61,3.26
22/07/2021,601,413146,81338,0,57.00,9,13462,480,0.97,-5.51,Estabilidade,7,16.67,Alta,1.50,3.26
23/07/2021,412,413558,81338,0,57.00,6,13468,456,0.96,-13.64,Estabilidade,7,40.00,Alta,1.46,3.26
24/07/2021,295,413853,81338,0,57.00,9,13477,424,0.88,-19.70,Queda,7,16.67,Alta,3.05,3.26
25/07/2021,260,414113,81338,0,57.00,5,13482,429,0.90,-19.81,Queda,7,16.67,Alta,1.92,3.26
26/07/2021,231,414344,81338,0,57.00,10,13492,423,0.88,-19.73,Queda,7,40.00,Alta,4.33,3.26
27/07/2021,445,414789,81338,0,57.00,9,13501,414,0.88,-18.34,Queda,7,0.00,Estabilidade,2.02,3.25
28/07/2021,489,415278,81338,0,57.00,7,13508,390,0.81,-23.23,Queda,8,14.29,Estabilidade,1.43,3.25
29/07/2021,568,415846,81338,0,57.00,7,13515,386,0.80,-22.18,Queda,8,14.29,Estabilidade,1.23,3.25
30/07/2021,529,416375,81338,0,57.00,8,13523,402,0.88,-15.72,Queda,8,0.00,Estabilidade,1.51,3.25
31/07/2021,337,416712,81338,0,57.00,4,13527,408,0.96,-15.00,Queda,7,0.00,Estabilidade,1.19,3.25
01/08/2021,176,416888,81338,0,57.00,4,13531,396,0.92,-16.63,Queda,7,0.00,Estabilidade,2.27,3.25
02/08/2021,231,417119,81338,0,57.00,5,13536,396,0.94,-17.15,Queda,6,-25.00,Queda,2.16,3.25
03/08/2021,390,417509,81338,0,57.00,9,13545,389,0.94,-16.88,Queda,6,-14.29,Estabilidade,2.31,3.24
04/08/2021,587,418096,81338,0,57.00,9,13554,403,1.03,-16.56,Queda,7,0.00,Estabilidade,1.53,3.24
05/08/2021,343,418439,81338,0,46.80,8,13562,370,0.96,-22.92,Queda,7,0.00,Estabilidade,2.33,3.24
06/08/2021,455,418894,81338,0,46.80,8,13570,360,0.90,-21.05,Queda,7,0.00,Estabilidade,1.76,3.24
